settlement_id,settlement_date,bank_utr,payment_id,order_id,gross_amount,fee,gst_on_fee,refund_deduction,net_amount,payment_method,captured_date,settlement_status
set_rJyF0FzwXSp2sh1h,2025-08-14,8764019185488064,pay_vqqzumzUEs4GOVB9,ord_DsIDEJg6Ou8UZueh,1168.70,23.37,4.21,0.00,1141.12,upi,2025-08-12,settled
set_9uzpCYjf5bgPTUtY,2025-08-14,6464196234219262,pay_KW2yJap4xVqgegip,ord_F00XFkFoFJ3pkxla,2418.44,48.37,8.71,0.00,2361.36,upi,2025-08-12,settled
set_9uzpCYjf5bgPTUtY,2025-08-14,6464196234219262,pay_VVEnaCl4FOFd3SzT,ord_hy0FIv3yTdPhQhBC,4963.07,99.26,17.87,0.00,4845.94,upi,2025-08-12,settled
set_9uzpCYjf5bgPTUtY,2025-08-14,6464196234219262,pay_qqr5ZdhGcPPF00pz,ord_Aapo0U0ZHgegCsC4,545.56,10.91,1.96,0.00,532.69,upi,2025-08-12,settled
set_9uzpCYjf5bgPTUtY,2025-08-14,6464196234219262,pay_Xas1Ka2KafgfwbJk,ord_XVykwawhOpE5jekc,37264.65,745.29,134.15,0.00,36385.21,upi,2025-08-12,settled
set_9uzpCYjf5bgPTUtY,2025-08-14,6464196234219262,pay_5aOlaB05l6beDUss,ord_JxKe90gswSijYqDy,824.25,16.48,2.97,0.00,804.80,card,2025-08-11,settled
set_LLBqCKPN8Ref2vrG,2025-08-14,7972699994981283,pay_yh4HpsbpGKvROw5g,ord_tTyegr1il3K6YVt8,9182.44,183.65,33.06,0.00,8965.73,card,2025-08-12,settled
set_LLBqCKPN8Ref2vrG,2025-08-14,7972699994981283,pay_Cf0FSJJlPSCqiwOP,ord_1wauScG8jXaNZRRr,4238.72,84.77,15.26,0.00,4138.69,upi,2025-08-12,settled
set_LLBqCKPN8Ref2vrG,2025-08-14,7972699994981283,pay_IWXXLlGUkumMF0MS,ord_l9x8fGlU5Jc7ACp1,12251.51,245.03,44.11,0.00,11962.37,upi,2025-08-11,settled
set_LLBqCKPN8Ref2vrG,2025-08-14,7972699994981283,pay_bmNx2q1pkdqGAJk6,ord_Po9nKyMZOdZALP4T,7736.00,154.72,27.85,0.00,7553.43,amex,2025-08-12,settled
set_LLBqCKPN8Ref2vrG,2025-08-14,7972699994981283,pay_6lYwVDc1f0Imutey,ord_jzi3MsjIpztztA35,3184.34,63.69,11.46,0.00,3109.19,upi,2025-08-11,settled
set_GiD2aBqKAA6uhLY2,2025-08-14,0505243838058269,pay_JGiY3wbqaevWjqeb,ord_R6eaCAGtWGk1GVDF,357.24,7.14,1.29,0.00,348.81,upi,2025-08-12,settled
set_GiD2aBqKAA6uhLY2,2025-08-14,0505243838058269,pay_S0t0F1DQDyLIougi,ord_h1iYosyDL2xOD1hE,553.88,11.08,1.99,0.00,540.81,card,2025-08-12,settled
set_GiD2aBqKAA6uhLY2,2025-08-14,0505243838058269,pay_iCN6n2KTYvCoCAww,ord_sX0eILBvAQZu9uE5,3816.45,76.33,13.74,0.00,3726.38,upi,2025-08-11,settled
set_GiD2aBqKAA6uhLY2,2025-08-14,0505243838058269,pay_QqcVmhsOafC3zpbE,ord_2TTYydCoR1CoQxbY,462.34,9.25,1.67,0.00,451.42,upi,2025-08-11,settled
set_GiD2aBqKAA6uhLY2,2025-08-14,0505243838058269,pay_2TPRDhJAOoKxKvtq,ord_c332FUosKtFrnFrt,344.56,6.89,1.24,0.00,336.43,upi,2025-08-12,settled
set_KwvDbhazu51Ki32f,2025-08-14,6337618518626713,pay_snN0OjpF6dPXAukS,ord_90aGsb3TJHmksXlS,2250.09,45.00,8.10,0.00,2196.99,upi,2025-08-12,settled
set_KwvDbhazu51Ki32f,2025-08-14,6337618518626713,pay_edCBIPsw74caQWxx,ord_T01q8OSuvTtlFb4Z,565.16,11.30,2.03,0.00,551.83,card,2025-08-11,settled
set_KwvDbhazu51Ki32f,2025-08-14,6337618518626713,pay_pzTLcgFGwumxSQWl,ord_BnvTnnF7hu7gufBo,219.25,4.38,0.79,0.00,214.08,card,2025-08-12,settled
set_KwvDbhazu51Ki32f,2025-08-14,6337618518626713,pay_IYUzlceObqHufZIa,ord_9d4VKjZk1NgwWN9f,445.30,8.91,1.60,0.00,434.79,amex,2025-08-12,settled
set_KwvDbhazu51Ki32f,2025-08-14,6337618518626713,pay_kYIYz5bNBWMGh0dR,ord_U3PyeippVgDWn7HO,744.46,14.89,2.68,0.00,726.89,upi,2025-08-11,settled
set_aSwAEJfJ3sJp0tN3,2025-08-14,7918750677610659,pay_Nos7p7Sw2KatA6Gx,ord_9TDcMvjJwwIaaadA,859.08,17.18,3.09,0.00,838.81,upi,2025-08-12,settled
set_aSwAEJfJ3sJp0tN3,2025-08-14,7918750677610659,pay_ZFSmGLfGYga3Zd0Y,ord_hGeTinV3tBXsPCri,4103.67,82.07,14.77,0.00,4006.82,card,2025-08-12,settled
set_aSwAEJfJ3sJp0tN3,2025-08-14,7918750677610659,pay_X8YfdBXi7ARNq5Ot,ord_k6bwAxb9ZQKyEt5D,21118.99,422.38,76.03,0.00,20620.58,upi,2025-08-12,settled
set_aSwAEJfJ3sJp0tN3,2025-08-14,7918750677610659,pay_qEV8uI79kpK5XlRC,ord_tBX4XCprUx0wZV6s,1616.02,32.32,5.82,0.00,1577.88,upi,2025-08-12,settled
set_aSwAEJfJ3sJp0tN3,2025-08-14,7918750677610659,pay_QX6IFhKfRHLFHrv6,ord_48wijUMHTn8OkOye,7762.10,155.24,27.94,0.00,7578.91,upi,2025-08-11,settled
set_Kn5g1yPEHl7H4rVk,2025-08-14,9838457202665686,pay_o0dpgtzgPj3kblT5,ord_ejk1G2wMxmcAuleK,1652.52,33.05,5.95,0.00,1613.52,upi,2025-08-12,settled
set_Kn5g1yPEHl7H4rVk,2025-08-14,9838457202665686,pay_IeGhZUZgFmp93AEN,ord_MXu0GD651yArGbBM,11179.65,223.59,40.25,0.00,10915.81,upi,2025-08-12,settled
set_Kn5g1yPEHl7H4rVk,2025-08-14,9838457202665686,pay_x01T1FZzKc7zbL1Z,ord_NyeHV1Zjj3wdslvf,4463.81,89.28,16.07,0.00,4358.46,upi,2025-08-11,settled
set_Kn5g1yPEHl7H4rVk,2025-08-14,9838457202665686,pay_ZSZeiEj3gqkkkY8K,ord_scON1m4Yrpw2cBdV,3191.80,63.84,11.49,0.00,3116.47,card,2025-08-11,settled
set_Kn5g1yPEHl7H4rVk,2025-08-14,9838457202665686,pay_CvnAE9VxrHN8M5xP,ord_fHiXXdTgg2076zs0,1716.02,34.32,6.18,0.00,1675.52,upi,2025-08-12,settled
set_vlVzIbTfj7VNQanv,2025-08-14,4299074729669417,pay_d1UjuCqzPpluXwfV,ord_e5nqcNdvyyXYzAAW,340.86,6.82,1.23,0.00,332.81,upi,2025-08-12,settled
set_kyGXwhQTxKnx2UKz,2025-08-18,0262706648900824,pay_a71q4hzJ09NnJT7V,ord_IrRPEmVbIdpGDaLk,448.31,13.45,2.42,0.00,432.44,intl_card,2025-08-13,settled
set_kyGXwhQTxKnx2UKz,2025-08-18,0262706648900824,pay_bQzrLi2n04zz134G,ord_I19PhH8wfdTylssn,20175.80,403.52,72.63,0.00,19699.65,upi,2025-08-12,settled
set_kyGXwhQTxKnx2UKz,2025-08-18,0262706648900824,pay_rLLyHhOlWGMvPOTN,ord_mmvjXwSilltq8c3S,871.35,17.43,3.14,0.00,850.78,upi,2025-08-12,settled
set_kyGXwhQTxKnx2UKz,2025-08-18,0262706648900824,pay_DP3xlgtwmoapWwhI,ord_yEja7OQTxrtTQEMw,868.74,17.37,3.13,0.00,848.24,upi,2025-08-13,settled
set_kyGXwhQTxKnx2UKz,2025-08-18,0262706648900824,pay_RtiulKGdwLovFYD2,ord_6YRsvaYnhJFE58JU,766.32,15.33,2.76,0.00,748.23,upi,2025-08-13,settled
set_kyGXwhQTxKnx2UKz,2025-08-18,0262706648900824,pay_NmLaBqHor8rLIKK0,ord_xP8Ymb5XT3FVQToG,676.81,13.54,2.44,0.00,660.83,upi,2025-08-13,settled
set_hPgvA2jLpCdphOkd,2025-08-18,1856302750003056,pay_yDpPtaTA3GxRKvi0,ord_Bn4BikGvoHjb0fwI,400.71,8.01,1.44,0.00,391.25,upi,2025-08-12,settled
set_hPgvA2jLpCdphOkd,2025-08-18,1856302750003056,pay_J9BqPzWrTZr6HtaE,ord_vjj8pUgrFpPVpX0i,5788.31,115.77,20.84,0.00,5651.71,card,2025-08-13,settled
set_hPgvA2jLpCdphOkd,2025-08-18,1856302750003056,pay_U9AxRTVmmELCTnSU,ord_OJ1fUupBvepriCkM,361.27,7.23,1.30,0.00,352.74,amex,2025-08-13,settled
set_hPgvA2jLpCdphOkd,2025-08-18,1856302750003056,pay_FnD4L1pyEnTTQukK,ord_iTZent2NyR6jQPyw,40156.76,803.14,144.57,0.00,39209.05,upi,2025-08-13,settled
set_hPgvA2jLpCdphOkd,2025-08-18,1856302750003056,pay_nKdsap9lwjOhFPzm,ord_AeVgyQXu2tH3UagQ,577.41,11.55,2.08,0.00,563.78,card,2025-08-13,settled
set_hPgvA2jLpCdphOkd,2025-08-18,1856302750003056,pay_hulBmOxHo1SXpfLZ,ord_pQez8POoNAPBlzZi,2428.30,48.57,8.74,0.00,2370.99,upi,2025-08-13,settled
set_vZk1knB8WSivLbh0,2025-08-18,4679087018726001,pay_hOOMW6tX3PCayyKP,ord_9xrN2gLnEe7D96HK,31840.97,636.82,114.63,0.00,31089.52,card,2025-08-12,settled
set_vZk1knB8WSivLbh0,2025-08-18,4679087018726001,pay_iXmIUBQVzjV80n6y,ord_cDlWapvBQSZbSCGt,1162.56,23.25,4.18,0.00,1135.13,upi,2025-08-12,settled
set_vZk1knB8WSivLbh0,2025-08-18,4679087018726001,pay_9l2501Pa42aUUF1Z,ord_bCc9QxMvhTYVy01U,4223.59,84.47,15.20,0.00,4123.91,card,2025-08-13,settled
set_vZk1knB8WSivLbh0,2025-08-18,4679087018726001,pay_CcxgAvxVIfc59tlY,ord_lAPxS7naXVPcpzYG,613.83,12.28,2.21,0.00,599.34,upi,2025-08-12,settled
set_vZk1knB8WSivLbh0,2025-08-18,4679087018726001,pay_X7aklQBrc0n21aD0,ord_T34pA4CBx0gtTKja,6263.30,125.27,22.55,0.00,6115.49,upi,2025-08-12,settled
set_vZk1knB8WSivLbh0,2025-08-18,4679087018726001,pay_m4F7Ngx65bUdWaUo,ord_lwq0oSgfuSD37eGe,231.86,4.64,0.84,0.00,226.38,upi,2025-08-13,settled
set_nMXqCQS6Pl6YRVa3,2025-08-18,6524062215599672,pay_aBFeSisLRM7lnagB,ord_WwdNAWmiw7eT2MyL,12623.74,252.47,45.44,0.00,12325.83,upi,2025-08-13,settled
set_nMXqCQS6Pl6YRVa3,2025-08-18,6524062215599672,pay_85U4owZrxOVCzuQL,ord_zJFzoc7kA8o6Utt7,20702.92,414.06,74.53,0.00,20214.33,upi,2025-08-13,settled
set_nMXqCQS6Pl6YRVa3,2025-08-18,6524062215599672,pay_iEzhKUbSCID11h29,ord_lXrlrXwMTZPSOldB,24095.07,481.90,86.74,0.00,23526.43,upi,2025-08-13,settled
set_nMXqCQS6Pl6YRVa3,2025-08-18,6524062215599672,pay_aKXzfwnvPojvZiDX,ord_p7epYrGZaBciASn3,724.74,14.49,2.61,0.00,707.64,card,2025-08-13,settled
set_nMXqCQS6Pl6YRVa3,2025-08-18,6524062215599672,pay_UVB0BEvbjlFyoAS5,ord_fKuzAQVVjrjcHFtL,2517.24,50.34,9.06,0.00,2457.83,upi,2025-08-13,settled
set_nMXqCQS6Pl6YRVa3,2025-08-18,6524062215599672,pay_1J1rcgvDNUJ6uNSR,ord_M6YU9lKeiR91Pm20,7974.70,159.49,28.71,0.00,7786.50,upi,2025-08-13,settled
set_TaL6LlUNnobBedYh,2025-08-18,5593965213835071,pay_mQflusOhpJNbad03,ord_uocSmbM2Sxq46s49,8942.68,178.85,32.19,0.00,8731.64,upi,2025-08-13,settled
set_TaL6LlUNnobBedYh,2025-08-18,5593965213835071,pay_bNHbRWcap3Y6bTCm,ord_MLKRlgGDPGH3jOgR,3801.88,76.04,13.69,0.00,3712.15,card,2025-08-13,settled
set_TaL6LlUNnobBedYh,2025-08-18,5593965213835071,pay_44lyQevXQRORfUk0,ord_hkcu2anh4dOFTZJA,905.73,18.11,3.26,0.00,884.36,card,2025-08-12,settled
set_TaL6LlUNnobBedYh,2025-08-18,5593965213835071,pay_bcPzBuOYadB2B1aV,ord_w9pFcyXnbAHHn4Nk,5197.46,103.95,18.71,0.00,5074.80,amex,2025-08-13,settled
set_TaL6LlUNnobBedYh,2025-08-18,5593965213835071,pay_TbMFTdMwDkwnC0tx,ord_GI8WvzZhHfjwNhhf,4026.75,80.53,14.50,0.00,3931.72,upi,2025-08-13,settled
set_TaL6LlUNnobBedYh,2025-08-18,5593965213835071,pay_XWfPSQP8xoaP741I,ord_BtVlJ1gxWO6gXGKn,1544.48,30.89,5.56,0.00,1508.03,upi,2025-08-13,settled
set_8RtNKz3DtYo65Esd,2025-08-18,2772648839585585,pay_1Cc1jEDPT9pzElvf,ord_c6Eop4WGS2X8fs4e,982.60,19.65,3.54,0.00,959.41,card,2025-08-13,settled
set_8RtNKz3DtYo65Esd,2025-08-18,2772648839585585,pay_kYTEhqTN7wRaTSb5,ord_o72ssMQp7Lqy9Ci1,3557.26,71.15,12.81,0.00,3473.30,card,2025-08-12,settled
set_8RtNKz3DtYo65Esd,2025-08-18,2772648839585585,pay_fvZeAstZp1zhJmts,ord_59uaGn2br4CxSXJg,38716.38,774.33,139.38,0.00,37802.67,upi,2025-08-13,settled
set_8RtNKz3DtYo65Esd,2025-08-18,2772648839585585,pay_WVlXgmRKOOtjLaRB,ord_zE9oBZXdnrF0nU88,138055.42,2761.11,497.00,0.00,134797.31,upi,2025-08-12,settled
set_8RtNKz3DtYo65Esd,2025-08-18,2772648839585585,pay_RdPhKJPVNFYBebPi,ord_NUotfg39lla6xcsh,411.76,12.35,2.22,0.00,397.18,intl_card,2025-08-12,settled
set_8RtNKz3DtYo65Esd,2025-08-18,2772648839585585,pay_zPtfKc1zAUQG5up4,ord_epVG7rlIgeNe7nUT,46589.39,1397.68,251.58,0.00,44940.13,intl_card,2025-08-13,settled
set_dS1etbXKykETNYkj,2025-08-19,6645099990010898,pay_Ofnz9hur1Z51dFFM,ord_DuC0WfRqlR5XyBJN,658.17,13.16,2.37,0.00,642.64,card,2025-08-15,settled
set_dS1etbXKykETNYkj,2025-08-19,6645099990010898,pay_WfLIfM38vhENmghn,ord_BmMkYrMuyDG2LUcQ,1954.29,39.09,7.04,0.00,1908.16,upi,2025-08-17,settled
set_dS1etbXKykETNYkj,2025-08-19,6645099990010898,pay_relVmmygrp848iXW,ord_h492K4VUk6RLjrzH,5155.92,103.12,18.56,0.00,5034.24,upi,2025-08-16,settled
set_dS1etbXKykETNYkj,2025-08-19,6645099990010898,pay_g31XVmNM0kTvjhsC,ord_JNcDn54oAgZBshRf,83878.59,1677.57,301.96,0.00,81899.06,upi,2025-08-15,settled
set_dS1etbXKykETNYkj,2025-08-19,6645099990010898,pay_DMhy1LHlyTJq2juP,ord_N73vabPaK7oVYH20,243.71,4.87,0.88,0.00,237.96,card,2025-08-17,settled
set_dS1etbXKykETNYkj,2025-08-19,6645099990010898,pay_vDk5KfJ4S9SYMF2W,ord_8okHCMSuYXfAgQgS,20089.09,401.78,72.32,0.00,19614.99,upi,2025-08-16,settled
set_VOB4zqVFFkpSRoYt,2025-08-19,8849979572857595,pay_MDDNLySbhpGC9tWi,ord_GJNw2P45rfZYjSPm,2621.27,52.43,9.44,0.00,2559.40,upi,2025-08-14,settled
set_VOB4zqVFFkpSRoYt,2025-08-19,8849979572857595,pay_pTctrOxU2Hi8lGZm,ord_H3eb9icGsJVMRzuy,3361.35,67.23,12.10,0.00,3282.02,upi,2025-08-13,settled
set_VOB4zqVFFkpSRoYt,2025-08-19,8849979572857595,pay_4QJZq54xB84u8XmB,ord_klqyesgaTD3Zde6V,174962.11,3499.24,629.86,0.00,170833.01,upi,2025-08-15,settled
set_VOB4zqVFFkpSRoYt,2025-08-19,8849979572857595,pay_330tnJPxHhZfHqne,ord_X6WadD17qQnFEZSs,115517.60,2310.35,415.86,0.00,112791.39,upi,2025-08-17,settled
set_VOB4zqVFFkpSRoYt,2025-08-19,8849979572857595,pay_5YoXmw7BMQj5FAVO,ord_JLvc7doTITEBER8F,263.31,5.27,0.95,0.00,257.09,amex,2025-08-17,settled
set_VOB4zqVFFkpSRoYt,2025-08-19,8849979572857595,pay_pn56VIImDMJCoc0i,ord_3xxloqso9QZYCrjL,6830.68,136.61,24.59,0.00,6669.48,upi,2025-08-15,settled
set_uHgGkLEuchopnEIg,2025-08-19,3971705984451436,pay_mtPLcHlFU3yU92xB,ord_dS5FztVVwgVGscEC,725.85,14.52,2.61,0.00,708.72,card,2025-08-15,settled
set_uHgGkLEuchopnEIg,2025-08-19,3971705984451436,pay_546YxCiK5LAw02Q7,ord_38WMbDOkOu3xj9As,764.20,15.28,2.75,0.00,746.17,card,2025-08-17,settled
set_uHgGkLEuchopnEIg,2025-08-19,3971705984451436,pay_Y87CjPFftfb7QC3U,ord_7Bwksaq9crY6OZwJ,2789.13,55.78,10.04,0.00,2723.31,upi,2025-08-16,settled
set_uHgGkLEuchopnEIg,2025-08-19,3971705984451436,pay_0aIfefftXa88mOMo,ord_LzAahV9o596qCbK5,586.50,11.73,2.11,0.00,572.66,upi,2025-08-16,settled
set_uHgGkLEuchopnEIg,2025-08-19,3971705984451436,pay_Do2Ik29x1iARzRu3,ord_CUstH9RFiguJBxkO,14890.00,297.80,53.60,0.00,14538.60,amex,2025-08-16,settled
set_uHgGkLEuchopnEIg,2025-08-19,3971705984451436,pay_EjAfMHsP9k9UPKsR,ord_E69S7qcS90GXWSrB,3711.06,74.22,13.36,0.00,3623.48,upi,2025-08-17,settled
set_e2gYgFtnNfu0HFP9,2025-08-19,7814590099217790,pay_EsHciCWTHOWFtdny,ord_yQrex1VFI5Je9vOb,1580.60,31.61,5.69,0.00,1543.30,card,2025-08-14,settled
set_e2gYgFtnNfu0HFP9,2025-08-19,7814590099217790,pay_UNoYAi1vZmuZxXok,ord_Ok9Om3TtumDXSJMC,631.45,12.63,2.27,0.00,616.55,upi,2025-08-15,settled
set_e2gYgFtnNfu0HFP9,2025-08-19,7814590099217790,pay_Kw6hL2gKhAvgJXC3,ord_YLRAMwoRcwnGNrNl,1680.05,33.60,6.05,0.00,1640.40,card,2025-08-15,settled
set_e2gYgFtnNfu0HFP9,2025-08-19,7814590099217790,pay_fatqzeZeB6RxN8tj,ord_vwcHpRFwVYL6s4m8,9024.59,180.49,32.49,0.00,8811.61,upi,2025-08-16,settled
set_e2gYgFtnNfu0HFP9,2025-08-19,7814590099217790,pay_zdJOnFd3qrlJfmRr,ord_YaQFW6Hsa5cpHsL1,4629.31,92.59,16.67,0.00,4520.05,card,2025-08-16,settled
set_e2gYgFtnNfu0HFP9,2025-08-19,7814590099217790,pay_7FqrSgq8Jbv0owma,ord_kZuhR1Irf83RntaW,841.30,16.83,3.03,0.00,821.44,card,2025-08-17,settled
set_WJ15kNwFzTfuucuv,2025-08-19,5326011939103829,pay_UQZwEWnTGZga5Ayj,ord_PM3Yocb7pvMGYG5M,863.67,17.27,3.11,0.00,843.29,upi,2025-08-16,settled
set_WJ15kNwFzTfuucuv,2025-08-19,5326011939103829,pay_MtyDGwzFtjoJ5Igv,ord_zgSK5N6gREM7RmmF,9165.87,274.98,49.50,0.00,8841.39,intl_card,2025-08-14,settled
set_WJ15kNwFzTfuucuv,2025-08-19,5326011939103829,pay_xNvldZDmvbr7x28R,ord_b9H3LCbgyq6tMa65,2624.30,52.49,9.45,0.00,2562.36,upi,2025-08-13,settled
set_WJ15kNwFzTfuucuv,2025-08-19,5326011939103829,pay_xMSAzUNuX2Y9e5UQ,ord_c3cIuaBIT9nYAxpK,4789.32,95.79,17.24,0.00,4676.29,upi,2025-08-13,settled
set_WJ15kNwFzTfuucuv,2025-08-19,5326011939103829,pay_2Vk3C3eQu9nIInuY,ord_AmQ1L6e5fXvgDQJE,1416.37,28.33,5.10,0.00,1382.94,upi,2025-08-15,settled
set_WJ15kNwFzTfuucuv,2025-08-19,5326011939103829,pay_rxmDlJg8Zt5JftKF,ord_egXJm4fsJzTjeuxg,1122.54,22.45,4.04,0.00,1096.05,upi,2025-08-14,settled
set_9ToTHsCDgzx1sCU2,2025-08-19,4373615873662713,pay_1pc2iFJLQ6WdfRYb,ord_WdIG4W0wIczi5aNN,261.65,5.23,0.94,0.00,255.48,amex,2025-08-15,settled
set_9ToTHsCDgzx1sCU2,2025-08-19,4373615873662713,pay_lzzzFwijGfcXEjqS,ord_9MCY1HTC02U3GvuB,3197.46,63.95,11.51,0.00,3122.00,upi,2025-08-16,settled
set_9ToTHsCDgzx1sCU2,2025-08-19,4373615873662713,pay_xlKMG4mLvvgnpdba,ord_VjI6zy8hKCDlBdUm,2346.24,46.92,8.45,0.00,2290.87,upi,2025-08-16,settled
set_9ToTHsCDgzx1sCU2,2025-08-19,4373615873662713,pay_XT3dWSlornS9adeU,ord_TFJg8zv0qxTdtQqz,881.46,17.63,3.17,0.00,860.66,upi,2025-08-16,settled
set_9ToTHsCDgzx1sCU2,2025-08-19,4373615873662713,pay_Zi6tzQl3e6rSGNkc,ord_I8ZjQm3rPlAHkuqj,13299.71,265.99,47.88,0.00,12985.84,upi,2025-08-17,settled
set_9ToTHsCDgzx1sCU2,2025-08-19,4373615873662713,pay_9pG6nc1vmQpyordK,ord_WStzTTivA6DZoIcR,328.33,6.57,1.18,0.00,320.58,upi,2025-08-17,settled
set_qfljMPmrmh880aW7,2025-08-19,7315663979255116,pay_6dfYGVoteFh2XNpJ,ord_2IKQa4WRg6fvLFuh,323.64,6.47,1.16,0.00,316.01,upi,2025-08-17,settled
set_qfljMPmrmh880aW7,2025-08-19,7315663979255116,pay_1h7VBwuwzelzWfoY,ord_FANaweXrBEuJQYhL,4844.86,96.90,17.44,0.00,4730.52,upi,2025-08-17,settled
set_qfljMPmrmh880aW7,2025-08-19,7315663979255116,pay_J3g4mHLKNtwnbScP,ord_EyQ207INDc40GZ0o,1586.42,31.73,5.71,0.00,1548.98,upi,2025-08-14,settled
set_qfljMPmrmh880aW7,2025-08-19,7315663979255116,pay_y9bsP8peyyPSisj9,ord_KvdvEcSNM107QdbI,653.72,13.07,2.35,0.00,638.30,upi,2025-08-16,settled
set_qfljMPmrmh880aW7,2025-08-19,7315663979255116,pay_gN6XvCcLzGEVqoCG,ord_4H3eFIRp8xuNEJUc,669.07,13.38,2.41,0.00,653.28,upi,2025-08-15,settled
set_qfljMPmrmh880aW7,2025-08-19,7315663979255116,pay_u6cxQChrLgTG4JuW,ord_XVhzqaf0fqCNcLNT,8717.84,174.36,31.38,0.00,8512.10,card,2025-08-15,settled
set_RYqCIfOec1havXA4,2025-08-19,4281644161019753,pay_v5aYP9xeO2xrkCDH,ord_G7WmH553lLglqJpS,3885.37,77.71,13.99,0.00,3793.67,card,2025-08-17,settled
set_RYqCIfOec1havXA4,2025-08-19,4281644161019753,pay_hNw7OVGMAQCd1Kn8,ord_MoobmwLScdBKJr7d,519.74,10.39,1.87,0.00,507.48,card,2025-08-17,settled
set_RYqCIfOec1havXA4,2025-08-19,4281644161019753,pay_OZpNdvjbyDrgBr03,ord_3U1WvheaiqG3O1MZ,938.85,18.78,3.38,0.00,916.69,amex,2025-08-15,settled
set_RYqCIfOec1havXA4,2025-08-19,4281644161019753,pay_ADcsxvbWyYBK0L9Z,ord_C9dCFT8u7fTYWIpU,43261.66,1297.85,233.61,0.00,41730.20,intl_card,2025-08-15,settled
set_RYqCIfOec1havXA4,2025-08-19,4281644161019753,pay_3dkQwE21gakFHHMx,ord_bZvPyVfFXuWpJuaO,74648.70,1492.97,268.74,0.00,72886.99,upi,2025-08-16,settled
set_RYqCIfOec1havXA4,2025-08-19,4281644161019753,pay_EmK1xFGenj80y1Yv,ord_K3Ku0QLgcYIzlLP7,809.20,16.18,2.91,0.00,790.10,upi,2025-08-14,settled
set_U2nSzCXHLiAeNQeM,2025-08-19,2814447189395309,pay_XXNXyR5GGvh04VN5,ord_FYQHWuQXnXpdm6Ul,3969.08,79.38,14.29,0.00,3875.41,upi,2025-08-14,settled
set_U2nSzCXHLiAeNQeM,2025-08-19,2814447189395309,pay_L7qIMznGkb6aSGwR,ord_XJ5EzFFtyikiUHVp,4228.89,84.58,15.22,0.00,4129.09,amex,2025-08-16,settled
set_U2nSzCXHLiAeNQeM,2025-08-19,2814447189395309,pay_eEXIBEpPPQDGLKMY,ord_2wsBeFz99c37dhPK,2967.84,59.36,10.68,0.00,2897.80,upi,2025-08-14,settled
set_U2nSzCXHLiAeNQeM,2025-08-19,2814447189395309,pay_Mf2YS4Cj9pdGhwXt,ord_UgHMkFfycfcDcysY,4565.33,91.31,16.44,0.00,4457.59,card,2025-08-17,settled
set_U2nSzCXHLiAeNQeM,2025-08-19,2814447189395309,pay_XdoqEZ7eCh0YDSfy,ord_L9xfRa62yS16ZTFE,9054.71,181.09,32.60,0.00,8841.02,amex,2025-08-15,settled
set_U2nSzCXHLiAeNQeM,2025-08-19,2814447189395309,pay_NOzK0oxPaSkFCsqO,ord_5eEc3m807Qi3yUpg,95051.37,1901.03,342.19,0.00,92808.15,upi,2025-08-14,settled
set_ZxZYr1ol75jKh16f,2025-08-19,4551358727174306,pay_xj7suoOIy9rkqHE1,ord_SI8Zi6Zr9dYHv8Bb,13972.51,279.45,50.30,0.00,13642.76,card,2025-08-15,settled
set_ZxZYr1ol75jKh16f,2025-08-19,4551358727174306,pay_iGYhjcARHUPlnYI2,ord_LITOL2KSrQejVnbn,818.73,16.37,2.95,0.00,799.41,upi,2025-08-17,settled
set_ZxZYr1ol75jKh16f,2025-08-19,4551358727174306,pay_7YAKatuifWRA15Ov,ord_ERQThIOrrDZhZMa4,2091.74,41.83,7.53,0.00,2042.37,card,2025-08-13,settled
set_ZxZYr1ol75jKh16f,2025-08-19,4551358727174306,pay_WOfSqmFZb2UFT4XN,ord_EOMFPq0XdVdqr4pz,908.47,18.17,3.27,0.00,887.03,upi,2025-08-15,settled
set_ZxZYr1ol75jKh16f,2025-08-19,4551358727174306,pay_qVBKFCyF4PFUfnrj,ord_Wcp2KLYUJ9bVT9UX,308.07,6.16,1.11,0.00,300.80,upi,2025-08-16,settled
set_ZxZYr1ol75jKh16f,2025-08-19,4551358727174306,pay_ANy1cee1rLVf43SI,ord_sA5o5zdnWu3yxDmg,12662.83,253.26,45.59,0.00,12363.98,amex,2025-08-15,settled
set_x79wu0ywvCSMfgEe,2025-08-19,8775833364770413,pay_4rAFYhOniTOXQucz,ord_lNNLq7WWSTyHe9ZV,46705.90,934.12,168.14,0.00,45603.64,upi,2025-08-17,settled
set_x79wu0ywvCSMfgEe,2025-08-19,8775833364770413,pay_c1bDYNU705xcn00n,ord_XBzM09VXxytA5sjV,7593.57,151.87,27.34,0.00,7414.36,upi,2025-08-16,settled
set_x79wu0ywvCSMfgEe,2025-08-19,8775833364770413,pay_dOOKjazsUue89VwS,ord_cILluIEv0VwQAtzj,2891.91,57.84,10.41,0.00,2823.66,card,2025-08-14,settled
set_x79wu0ywvCSMfgEe,2025-08-19,8775833364770413,pay_RhCS2bx0h9X10KDk,ord_7SgrCKIssGlL5Ycw,44358.56,887.17,159.69,0.00,43311.70,card,2025-08-15,settled
set_x79wu0ywvCSMfgEe,2025-08-19,8775833364770413,pay_03Wj3xZHGe9dTbRu,ord_TAqsNjTOERNNis6y,1945.69,38.91,7.00,0.00,1899.78,upi,2025-08-14,settled
